docket,justiceName,petVote
13-7451,"John G. Roberts, Jr.",1
13-7451,Antonin Scalia,0
13-7451,Anthony M. Kennedy,0
13-7451,Clarence Thomas,0
13-7451,Stephen G. Breyer,1
13-7451,Sonia Sotomayor,1
13-7451,Elena Kagan,0
13-7120,"John G. Roberts, Jr.",1
13-7120,Antonin Scalia,1
13-7120,Ruth Bader Ginsburg,1
13-7120,Stephen G. Breyer,1
13-7120,"Samuel A. Alito, Jr.",0
13-7120,Sonia Sotomayor,1
13-7120,Elena Kagan,1
13-895X,"John G. Roberts, Jr.",0
13-895X,Antonin Scalia,0
13-895X,Anthony M. Kennedy,1
13-895X,Clarence Thomas,0
13-895X,Ruth Bader Ginsburg,1
13-895X,Stephen G. Breyer,1
13-895X,"Samuel A. Alito, Jr.",0
13-895X,Sonia Sotomayor,1
13-895X,Elena Kagan,1
13-1138,"John G. Roberts, Jr.",0
13-1138,Antonin Scalia,0
13-1138,Anthony M. Kennedy,1
13-1138,Clarence Thomas,0
13-1138,Ruth Bader Ginsburg,1
13-1138,Stephen G. Breyer,1
13-1138,"Samuel A. Alito, Jr.",0
13-1138,Sonia Sotomayor,1
13-1138,Elena Kagan,1
13-1010,"John G. Roberts, Jr.",1
13-1010,Antonin Scalia,1
13-1010,Anthony M. Kennedy,1
13-1010,Clarence Thomas,1
13-1010,"Samuel A. Alito, Jr.",1
13-553X,"John G. Roberts, Jr.",1
13-553X,Antonin Scalia,1
13-553X,Anthony M. Kennedy,1
13-553X,Clarence Thomas,0
13-553X,Ruth Bader Ginsburg,0
13-553X,Stephen G. Breyer,1
13-553X,"Samuel A. Alito, Jr.",1
13-553X,Sonia Sotomayor,1
13-553X,Elena Kagan,1
13-1041,"John G. Roberts, Jr.",1
13-1041,Anthony M. Kennedy,1
13-1041,Ruth Bader Ginsburg,1
13-1041,Stephen G. Breyer,1
13-1041,Sonia Sotomayor,1
13-1041,Elena Kagan,1
13-1041,"John G. Roberts, Jr.",1
13-1041,Anthony M. Kennedy,1
13-1041,Ruth Bader Ginsburg,1
13-1041,Stephen G. Breyer,1
13-1041,Sonia Sotomayor,1
13-1041,Elena Kagan,1
13-1052,"John G. Roberts, Jr.",1
13-1052,Anthony M. Kennedy,1
13-1052,Ruth Bader Ginsburg,1
13-1052,Stephen G. Breyer,1
13-1052,Sonia Sotomayor,1
13-1052,Elena Kagan,1
13-1052,"John G. Roberts, Jr.",1
13-1052,Anthony M. Kennedy,1
13-1052,Ruth Bader Ginsburg,1
13-1052,Stephen G. Breyer,1
13-1052,Sonia Sotomayor,1
13-1052,Elena Kagan,1
13-983X,"John G. Roberts, Jr.",1
13-983X,Antonin Scalia,1
13-983X,Anthony M. Kennedy,1
13-983X,Clarence Thomas,0
13-983X,Ruth Bader Ginsburg,1
13-983X,Stephen G. Breyer,1
13-983X,Sonia Sotomayor,1
13-983X,Elena Kagan,1
13-352X,"John G. Roberts, Jr.",1
13-352X,Antonin Scalia,0
13-352X,Anthony M. Kennedy,1
13-352X,Clarence Thomas,0
13-352X,Stephen G. Breyer,1
13-352X,"Samuel A. Alito, Jr.",1
13-352X,Sonia Sotomayor,1
13-352X,Elena Kagan,1
12-1226,"John G. Roberts, Jr.",1
12-1226,Antonin Scalia,0
12-1226,Anthony M. Kennedy,0
12-1226,Clarence Thomas,0
12-1226,Ruth Bader Ginsburg,1
12-1226,Stephen G. Breyer,1
12-1226,Sonia Sotomayor,1
12-1226,Elena Kagan,1
13-1032,"John G. Roberts, Jr.",1
13-1032,Antonin Scalia,1
13-1032,Clarence Thomas,1
13-1032,"Samuel A. Alito, Jr.",1
13-1032,Elena Kagan,1
13-1032,"John G. Roberts, Jr.",1
13-1032,Antonin Scalia,1
13-1032,Clarence Thomas,1
13-1032,"Samuel A. Alito, Jr.",1
13-1032,Elena Kagan,1
13-1080,"John G. Roberts, Jr.",1
13-1080,Antonin Scalia,1
13-1080,Anthony M. Kennedy,1
13-1080,Ruth Bader Ginsburg,1
13-1080,Stephen G. Breyer,1
13-1080,Sonia Sotomayor,1
13-1080,Elena Kagan,1
13-1174,"John G. Roberts, Jr.",1
13-1174,Antonin Scalia,1
13-1174,Anthony M. Kennedy,1
13-1174,Clarence Thomas,1
13-1174,Ruth Bader Ginsburg,1
13-1174,Stephen G. Breyer,1
13-1174,"Samuel A. Alito, Jr.",1
13-1174,Sonia Sotomayor,1
13-1174,Elena Kagan,1
12-1497,"John G. Roberts, Jr.",1
12-1497,Antonin Scalia,1
12-1497,Anthony M. Kennedy,1
12-1497,Clarence Thomas,1
12-1497,Ruth Bader Ginsburg,1
12-1497,Stephen G. Breyer,1
12-1497,"Samuel A. Alito, Jr.",1
12-1497,Sonia Sotomayor,1
12-1497,Elena Kagan,1
12-1497,"John G. Roberts, Jr.",1
12-1497,Antonin Scalia,1
12-1497,Anthony M. Kennedy,1
12-1497,Clarence Thomas,1
12-1497,Ruth Bader Ginsburg,1
12-1497,Stephen G. Breyer,1
12-1497,"Samuel A. Alito, Jr.",1
12-1497,Sonia Sotomayor,1
12-1497,Elena Kagan,1
13-1034,"John G. Roberts, Jr.",1
13-1034,Antonin Scalia,1
13-1034,Anthony M. Kennedy,1
13-1034,Clarence Thomas,0
13-1034,Ruth Bader Ginsburg,1
13-1034,Stephen G. Breyer,1
13-1034,"Samuel A. Alito, Jr.",0
13-1034,Sonia Sotomayor,1
13-1034,Elena Kagan,1
13-502X,"John G. Roberts, Jr.",1
13-502X,Antonin Scalia,1
13-502X,Clarence Thomas,1
13-935X,"John G. Roberts, Jr.",0
13-935X,Antonin Scalia,0
13-935X,Anthony M. Kennedy,1
13-935X,Clarence Thomas,0
13-935X,Ruth Bader Ginsburg,1
13-935X,Stephen G. Breyer,1
13-935X,Sonia Sotomayor,1
13-935X,Elena Kagan,1
14-15XX,"John G. Roberts, Jr.",1
14-15XX,Antonin Scalia,1
14-15XX,Anthony M. Kennedy,0
14-15XX,Clarence Thomas,1
14-15XX,Ruth Bader Ginsburg,0
14-15XX,"Samuel A. Alito, Jr.",1
14-15XX,Sonia Sotomayor,0
14-15XX,Elena Kagan,0
14-15XX,"John G. Roberts, Jr.",1
14-15XX,Antonin Scalia,1
14-15XX,Anthony M. Kennedy,0
14-15XX,Clarence Thomas,1
14-15XX,Ruth Bader Ginsburg,0
14-15XX,"Samuel A. Alito, Jr.",1
14-15XX,Sonia Sotomayor,0
14-15XX,Elena Kagan,0
13-9972,"John G. Roberts, Jr.",1
13-9972,Antonin Scalia,1
13-9972,Anthony M. Kennedy,0
13-9972,Clarence Thomas,0
13-9972,Ruth Bader Ginsburg,1
13-9972,Stephen G. Breyer,1
13-9972,"Samuel A. Alito, Jr.",0
13-9972,Sonia Sotomayor,1
13-9972,Elena Kagan,1
13-1402,"John G. Roberts, Jr.",1
13-1402,Clarence Thomas,1
13-1402,Ruth Bader Ginsburg,0
13-1402,Stephen G. Breyer,0
13-1402,Sonia Sotomayor,0
13-1402,Elena Kagan,0
13-1487,"John G. Roberts, Jr.",1
13-1487,Antonin Scalia,1
13-1487,Anthony M. Kennedy,1
13-1487,Clarence Thomas,1
13-1487,Ruth Bader Ginsburg,1
13-1487,Stephen G. Breyer,1
13-1487,"Samuel A. Alito, Jr.",1
13-1487,Sonia Sotomayor,1
13-1487,Elena Kagan,1
13-550X,"John G. Roberts, Jr.",1
13-550X,Antonin Scalia,1
13-550X,Anthony M. Kennedy,1
13-550X,Clarence Thomas,1
13-550X,Ruth Bader Ginsburg,1
13-550X,Stephen G. Breyer,1
13-550X,"Samuel A. Alito, Jr.",1
13-550X,Sonia Sotomayor,1
13-550X,Elena Kagan,1
14-86XX,"John G. Roberts, Jr.",1
14-86XX,Antonin Scalia,1
14-86XX,Anthony M. Kennedy,1
14-86XX,Clarence Thomas,0
14-86XX,Ruth Bader Ginsburg,1
14-86XX,Stephen G. Breyer,1
14-86XX,Sonia Sotomayor,1
14-86XX,Elena Kagan,1
13-1352,"John G. Roberts, Jr.",1
13-1352,Anthony M. Kennedy,1
13-1352,Stephen G. Breyer,1
13-1352,"Samuel A. Alito, Jr.",1
13-1352,Sonia Sotomayor,1
13-1352,Elena Kagan,1
13-1428,"John G. Roberts, Jr.",1
13-1428,Antonin Scalia,1
13-1428,Ruth Bader Ginsburg,0
13-1428,Stephen G. Breyer,0
13-1428,"Samuel A. Alito, Jr.",1
13-1428,Sonia Sotomayor,0
13-1428,Elena Kagan,0
13-1019,"John G. Roberts, Jr.",1
13-1019,Antonin Scalia,1
13-1019,Anthony M. Kennedy,1
13-1019,Clarence Thomas,1
13-1019,Ruth Bader Ginsburg,1
13-1019,Stephen G. Breyer,1
13-1019,"Samuel A. Alito, Jr.",1
13-1019,Sonia Sotomayor,1
13-1019,Elena Kagan,1
13-975X,"John G. Roberts, Jr.",0
13-975X,Antonin Scalia,1
13-975X,Anthony M. Kennedy,1
13-975X,Clarence Thomas,0
13-975X,Ruth Bader Ginsburg,0
13-975X,Stephen G. Breyer,1
13-975X,Sonia Sotomayor,1
13-975X,Elena Kagan,1
14-6873,"John G. Roberts, Jr.",1
14-6873,Antonin Scalia,1
14-6873,Anthony M. Kennedy,1
14-6873,Clarence Thomas,0
14-6873,Ruth Bader Ginsburg,1
14-6873,Stephen G. Breyer,1
14-6873,"Samuel A. Alito, Jr.",0
14-6873,Sonia Sotomayor,1
14-6873,Elena Kagan,1
14-144X,"John G. Roberts, Jr.",0
14-144X,Antonin Scalia,0
14-144X,Anthony M. Kennedy,0
14-144X,Clarence Thomas,1
14-144X,Ruth Bader Ginsburg,1
14-144X,Stephen G. Breyer,1
14-144X,"Samuel A. Alito, Jr.",0
14-144X,Sonia Sotomayor,1
14-144X,Elena Kagan,1
13-1412,"John G. Roberts, Jr.",1
13-1412,Antonin Scalia,0
13-1412,Anthony M. Kennedy,1
13-1412,Clarence Thomas,1
13-1412,Ruth Bader Ginsburg,1
13-1412,"Samuel A. Alito, Jr.",1
13-1412,Sonia Sotomayor,1
13-1412,Elena Kagan,0
13-1421,"John G. Roberts, Jr.",1
13-1421,Antonin Scalia,1
13-1421,Anthony M. Kennedy,1
13-1421,Clarence Thomas,1
13-1421,Ruth Bader Ginsburg,1
13-1421,Stephen G. Breyer,1
13-1421,"Samuel A. Alito, Jr.",1
13-1421,Sonia Sotomayor,1
13-1421,Elena Kagan,1
14-163X,"John G. Roberts, Jr.",1
14-163X,Antonin Scalia,1
14-163X,Anthony M. Kennedy,1
14-163X,Clarence Thomas,1
14-163X,Ruth Bader Ginsburg,1
14-163X,Stephen G. Breyer,1
14-163X,"Samuel A. Alito, Jr.",1
14-163X,Sonia Sotomayor,1
14-163X,Elena Kagan,1
14-46XX,"John G. Roberts, Jr.",1
14-46XX,Antonin Scalia,1
14-46XX,Anthony M. Kennedy,1
14-46XX,Ruth Bader Ginsburg,0
14-46XX,Stephen G. Breyer,0
14-46XX,"Samuel A. Alito, Jr.",1
14-46XX,Sonia Sotomayor,0
14-46XX,Elena Kagan,0
14-47XX,"John G. Roberts, Jr.",1
14-47XX,Antonin Scalia,1
14-47XX,Anthony M. Kennedy,1
14-47XX,Ruth Bader Ginsburg,0
14-47XX,"Samuel A. Alito, Jr.",1
14-47XX,Sonia Sotomayor,0
14-47XX,Stephen G. Breyer,0
14-47XX,Elena Kagan,0
14-49XX,"John G. Roberts, Jr.",1
14-49XX,Antonin Scalia,1
14-49XX,Anthony M. Kennedy,1
14-49XX,Ruth Bader Ginsburg,0
14-49XX,Stephen G. Breyer,0
14-49XX,"Samuel A. Alito, Jr.",1
14-49XX,Sonia Sotomayor,0
14-49XX,Elena Kagan,0
13-1433,"John G. Roberts, Jr.",0
13-1433,Antonin Scalia,0
13-1433,Anthony M. Kennedy,1
13-1433,Clarence Thomas,0
13-1433,Ruth Bader Ginsburg,1
13-1433,Stephen G. Breyer,1
13-1433,"Samuel A. Alito, Jr.",0
13-1433,Sonia Sotomayor,1
13-1433,Elena Kagan,1
13-896X,"John G. Roberts, Jr.",0
13-896X,Antonin Scalia,0
13-896X,Anthony M. Kennedy,1
13-896X,Clarence Thomas,1
13-896X,Ruth Bader Ginsburg,1
13-896X,"Samuel A. Alito, Jr.",1
13-896X,Sonia Sotomayor,1
13-896X,Elena Kagan,1
14-400X,"John G. Roberts, Jr.",1
14-400X,Antonin Scalia,1
14-400X,Anthony M. Kennedy,1
14-400X,Clarence Thomas,1
14-400X,Ruth Bader Ginsburg,1
14-400X,Stephen G. Breyer,1
14-400X,"Samuel A. Alito, Jr.",1
14-400X,Sonia Sotomayor,1
14-400X,Elena Kagan,1
14-378X,Antonin Scalia,1
14-378X,Anthony M. Kennedy,1
14-378X,Clarence Thomas,1
14-378X,Ruth Bader Ginsburg,1
14-378X,Stephen G. Breyer,1
14-378X,"Samuel A. Alito, Jr.",1
14-378X,Sonia Sotomayor,1
14-378X,Elena Kagan,1
14-6368,"John G. Roberts, Jr.",0
14-6368,Antonin Scalia,0
14-6368,Anthony M. Kennedy,1
14-6368,Clarence Thomas,0
14-6368,Ruth Bader Ginsburg,1
14-6368,Stephen G. Breyer,1
14-6368,"Samuel A. Alito, Jr.",0
14-6368,Sonia Sotomayor,1
14-6368,Elena Kagan,1
14-275X,"John G. Roberts, Jr.",1
14-275X,Antonin Scalia,1
14-275X,Anthony M. Kennedy,1
14-275X,"Samuel A. Alito, Jr.",1
14-275X,Sonia Sotomayor,0
14-556X,"John G. Roberts, Jr.",0
14-556X,Antonin Scalia,0
14-556X,Anthony M. Kennedy,1
14-556X,Clarence Thomas,0
14-556X,Ruth Bader Ginsburg,1
14-556X,Stephen G. Breyer,1
14-556X,"Samuel A. Alito, Jr.",0
14-556X,Sonia Sotomayor,1
14-556X,Elena Kagan,1
14-562X,"John G. Roberts, Jr.",0
14-562X,Antonin Scalia,0
14-562X,Anthony M. Kennedy,1
14-562X,Clarence Thomas,0
14-562X,Ruth Bader Ginsburg,1
14-562X,Stephen G. Breyer,1
14-562X,"Samuel A. Alito, Jr.",0
14-562X,Sonia Sotomayor,1
14-562X,Elena Kagan,1
14-571X,"John G. Roberts, Jr.",0
14-571X,Antonin Scalia,0
14-571X,Anthony M. Kennedy,1
14-571X,Clarence Thomas,0
14-571X,Ruth Bader Ginsburg,1
14-571X,Stephen G. Breyer,1
14-571X,"Samuel A. Alito, Jr.",0
14-571X,Sonia Sotomayor,1
14-571X,Elena Kagan,1
14-574X,"John G. Roberts, Jr.",0
14-574X,Antonin Scalia,0
14-574X,Anthony M. Kennedy,1
14-574X,Clarence Thomas,0
14-574X,Ruth Bader Ginsburg,1
14-574X,Stephen G. Breyer,1
14-574X,"Samuel A. Alito, Jr.",0
14-574X,Sonia Sotomayor,1
14-574X,Elena Kagan,1
14-185X,"John G. Roberts, Jr.",1
14-185X,Antonin Scalia,1
14-185X,Anthony M. Kennedy,1
14-185X,Clarence Thomas,0
14-185X,Ruth Bader Ginsburg,1
14-185X,Stephen G. Breyer,1
14-185X,"Samuel A. Alito, Jr.",1
14-185X,Sonia Sotomayor,1
14-185X,Elena Kagan,1
14-618X,"John G. Roberts, Jr.",1
14-618X,Antonin Scalia,1
14-618X,Anthony M. Kennedy,1
14-618X,Clarence Thomas,1
14-618X,Ruth Bader Ginsburg,1
14-618X,Stephen G. Breyer,1
14-618X,"Samuel A. Alito, Jr.",1
14-618X,Sonia Sotomayor,1
14-618X,Elena Kagan,1
14-593X,"John G. Roberts, Jr.",1
14-593X,Antonin Scalia,1
14-593X,Anthony M. Kennedy,1
14-593X,Clarence Thomas,1
14-593X,Ruth Bader Ginsburg,1
14-593X,Stephen G. Breyer,1
14-593X,"Samuel A. Alito, Jr.",1
14-593X,Sonia Sotomayor,1
14-593X,Elena Kagan,1
14-939X,"John G. Roberts, Jr.",1
14-939X,Antonin Scalia,1
14-939X,Anthony M. Kennedy,1
14-939X,Clarence Thomas,1
14-939X,Ruth Bader Ginsburg,1
14-939X,Stephen G. Breyer,1
14-939X,"Samuel A. Alito, Jr.",1
14-939X,Sonia Sotomayor,1
14-939X,Elena Kagan,1
13-1067,"John G. Roberts, Jr.",1
13-1067,Antonin Scalia,1
13-1067,Anthony M. Kennedy,1
13-1067,Clarence Thomas,1
13-1067,Ruth Bader Ginsburg,1
13-1067,Stephen G. Breyer,1
13-1067,"Samuel A. Alito, Jr.",1
13-1067,Sonia Sotomayor,1
13-1067,Elena Kagan,1
14-462X,"John G. Roberts, Jr.",1
14-462X,Antonin Scalia,1
14-462X,Anthony M. Kennedy,1
14-462X,Clarence Thomas,0
14-462X,Ruth Bader Ginsburg,0
14-462X,Stephen G. Breyer,1
14-462X,"Samuel A. Alito, Jr.",1
14-462X,Sonia Sotomayor,0
14-462X,Elena Kagan,1
14-462X,"John G. Roberts, Jr.",1
14-462X,Antonin Scalia,1
14-462X,Anthony M. Kennedy,1
14-462X,Clarence Thomas,0
14-462X,Ruth Bader Ginsburg,0
14-462X,Stephen G. Breyer,1
14-462X,"Samuel A. Alito, Jr.",1
14-462X,Sonia Sotomayor,0
14-462X,Elena Kagan,1
14-449X,"John G. Roberts, Jr.",1
14-449X,Antonin Scalia,1
14-449X,Anthony M. Kennedy,1
14-449X,Clarence Thomas,1
14-449X,Ruth Bader Ginsburg,1
14-449X,Stephen G. Breyer,1
14-449X,"Samuel A. Alito, Jr.",1
14-449X,Sonia Sotomayor,0
14-449X,Elena Kagan,1
14-452X,"John G. Roberts, Jr.",1
14-452X,Antonin Scalia,1
14-452X,Anthony M. Kennedy,1
14-452X,Clarence Thomas,1
14-452X,Ruth Bader Ginsburg,1
14-452X,Stephen G. Breyer,1
14-452X,"Samuel A. Alito, Jr.",1
14-452X,Sonia Sotomayor,0
14-452X,Elena Kagan,1
14-280X,"John G. Roberts, Jr.",1
14-280X,Antonin Scalia,0
14-280X,Anthony M. Kennedy,1
14-280X,Clarence Thomas,0
14-280X,Ruth Bader Ginsburg,1
14-280X,Stephen G. Breyer,1
14-280X,"Samuel A. Alito, Jr.",0
14-280X,Sonia Sotomayor,1
14-280X,Elena Kagan,1
14-7505,"John G. Roberts, Jr.",1
14-7505,Antonin Scalia,1
14-7505,Anthony M. Kennedy,1
14-7505,Clarence Thomas,1
14-7505,Ruth Bader Ginsburg,1
14-7505,"Samuel A. Alito, Jr.",0
14-7505,Sonia Sotomayor,1
14-7505,Elena Kagan,1
14-840X,"John G. Roberts, Jr.",1
14-840X,Antonin Scalia,0
14-840X,Anthony M. Kennedy,1
14-840X,Clarence Thomas,0
14-840X,Ruth Bader Ginsburg,1
14-840X,Stephen G. Breyer,1
14-840X,Sonia Sotomayor,1
14-840X,Elena Kagan,1
14-841X,"John G. Roberts, Jr.",1
14-841X,Antonin Scalia,0
14-841X,Anthony M. Kennedy,1
14-841X,Clarence Thomas,0
14-841X,Ruth Bader Ginsburg,1
14-841X,Stephen G. Breyer,1
14-841X,Sonia Sotomayor,1
14-841X,Elena Kagan,1
13-1339,"John G. Roberts, Jr.",1
13-1339,Anthony M. Kennedy,1
13-1339,Ruth Bader Ginsburg,0
13-1339,Stephen G. Breyer,1
13-1339,"Samuel A. Alito, Jr.",1
13-1339,Sonia Sotomayor,0
13-1339,Elena Kagan,1
14-8349,"John G. Roberts, Jr.",1
14-8349,Anthony M. Kennedy,1
14-8349,Clarence Thomas,0
14-8349,Ruth Bader Ginsburg,1
14-8349,Stephen G. Breyer,1
14-8349,Sonia Sotomayor,1
14-8349,Elena Kagan,1
14-990X,"John G. Roberts, Jr.",1
14-990X,Antonin Scalia,1
14-990X,Anthony M. Kennedy,1
14-990X,Clarence Thomas,1
14-990X,Ruth Bader Ginsburg,1
14-990X,Stephen G. Breyer,1
14-990X,"Samuel A. Alito, Jr.",1
14-990X,Sonia Sotomayor,1
14-990X,Elena Kagan,1
14-723X,"John G. Roberts, Jr.",1
14-723X,Antonin Scalia,1
14-723X,Anthony M. Kennedy,1
14-723X,Clarence Thomas,1
14-723X,Ruth Bader Ginsburg,0
14-723X,Stephen G. Breyer,1
14-723X,"Samuel A. Alito, Jr.",1
14-723X,Sonia Sotomayor,1
14-723X,Elena Kagan,1
14-916X,"John G. Roberts, Jr.",1
14-916X,Anthony M. Kennedy,1
14-916X,Clarence Thomas,1
14-916X,Ruth Bader Ginsburg,1
14-916X,Stephen G. Breyer,1
14-916X,"Samuel A. Alito, Jr.",1
14-916X,Sonia Sotomayor,1
14-916X,Elena Kagan,1
14-419X,"John G. Roberts, Jr.",1
14-419X,Anthony M. Kennedy,0
14-419X,Ruth Bader Ginsburg,1
14-419X,"Samuel A. Alito, Jr.",0
14-419X,Sonia Sotomayor,1
14-419X,Elena Kagan,0
14-613X,"John G. Roberts, Jr.",1
14-613X,Anthony M. Kennedy,1
14-613X,Clarence Thomas,0
14-613X,Ruth Bader Ginsburg,1
14-613X,Stephen G. Breyer,1
14-613X,Sonia Sotomayor,1
14-613X,Elena Kagan,1
14-1175,"John G. Roberts, Jr.",0
14-1175,Anthony M. Kennedy,1
14-1175,Clarence Thomas,0
14-1175,Ruth Bader Ginsburg,1
14-1175,Stephen G. Breyer,1
14-1175,Sonia Sotomayor,1
14-1175,Elena Kagan,1
14-8913,"John G. Roberts, Jr.",1
14-8913,Anthony M. Kennedy,1
14-8913,Ruth Bader Ginsburg,1
14-8913,Stephen G. Breyer,1
14-8913,Sonia Sotomayor,1
14-8913,Elena Kagan,1
14-1280,"John G. Roberts, Jr.",1
14-1280,Anthony M. Kennedy,1
14-1280,Clarence Thomas,0
14-1280,Ruth Bader Ginsburg,1
14-1280,Stephen G. Breyer,1
14-1280,"Samuel A. Alito, Jr.",0
14-1280,Sonia Sotomayor,1
14-1280,Elena Kagan,1
14-1209,"John G. Roberts, Jr.",1
14-1209,Anthony M. Kennedy,1
14-1209,Clarence Thomas,1
14-1209,Ruth Bader Ginsburg,1
14-1209,Stephen G. Breyer,1
14-1209,"Samuel A. Alito, Jr.",1
14-1209,Sonia Sotomayor,1
14-1209,Elena Kagan,1
14-1373,"John G. Roberts, Jr.",1
14-1373,Anthony M. Kennedy,1
14-1373,Clarence Thomas,1
14-1373,Ruth Bader Ginsburg,0
14-1373,Stephen G. Breyer,1
14-1373,"Samuel A. Alito, Jr.",1
14-1373,Sonia Sotomayor,0
14-1373,Elena Kagan,0
14-1513,"John G. Roberts, Jr.",1
14-1513,Clarence Thomas,1
14-1513,Ruth Bader Ginsburg,1
14-1513,Sonia Sotomayor,1
14-1513,Elena Kagan,1
14-1520,"John G. Roberts, Jr.",1
14-1520,Clarence Thomas,1
14-1520,Ruth Bader Ginsburg,1
14-1520,Sonia Sotomayor,1
14-1520,Elena Kagan,1
15-5040,"John G. Roberts, Jr.",0
15-5040,Anthony M. Kennedy,1
15-5040,Clarence Thomas,0
15-5040,Ruth Bader Ginsburg,1
15-5040,Stephen G. Breyer,1
15-5040,"Samuel A. Alito, Jr.",0
15-5040,Sonia Sotomayor,1
15-5040,Elena Kagan,1
15-5238,"John G. Roberts, Jr.",1
15-5238,Anthony M. Kennedy,1
15-5238,Clarence Thomas,1
15-5238,Ruth Bader Ginsburg,1
15-5238,Stephen G. Breyer,1
15-5238,"Samuel A. Alito, Jr.",1
15-5238,Sonia Sotomayor,1
15-5238,Elena Kagan,1
15-145X,"John G. Roberts, Jr.",1
15-145X,Anthony M. Kennedy,1
15-145X,Clarence Thomas,0
15-145X,Ruth Bader Ginsburg,1
15-145X,Stephen G. Breyer,1
15-145X,"Samuel A. Alito, Jr.",1
15-145X,Sonia Sotomayor,1
15-145X,Elena Kagan,1
15-274X,"John G. Roberts, Jr.",0
15-274X,Anthony M. Kennedy,1
15-274X,Clarence Thomas,0
15-274X,Stephen G. Breyer,1
15-274X,"Samuel A. Alito, Jr.",0
15-274X,Sonia Sotomayor,1
15-274X,Elena Kagan,1
15-138X,"John G. Roberts, Jr.",1
15-138X,Anthony M. Kennedy,1
15-138X,Clarence Thomas,1
15-138X,Ruth Bader Ginsburg,0
15-138X,Stephen G. Breyer,0
15-138X,"Samuel A. Alito, Jr.",1
15-138X,Elena Kagan,0
15-338X,"John G. Roberts, Jr.",1
15-338X,Anthony M. Kennedy,1
15-338X,Clarence Thomas,1
15-338X,Ruth Bader Ginsburg,1
15-338X,Stephen G. Breyer,1
15-338X,"Samuel A. Alito, Jr.",1
15-338X,Sonia Sotomayor,1
15-338X,Elena Kagan,1
15-339X,"John G. Roberts, Jr.",1
15-339X,Anthony M. Kennedy,1
15-339X,Ruth Bader Ginsburg,1
15-339X,"Samuel A. Alito, Jr.",1
15-339X,Sonia Sotomayor,1
15-339X,Elena Kagan,1
15-6418,"John G. Roberts, Jr.",1
15-6418,Anthony M. Kennedy,1
15-6418,Clarence Thomas,0
15-6418,Ruth Bader Ginsburg,1
15-6418,Stephen G. Breyer,1
15-6418,"Samuel A. Alito, Jr.",1
15-6418,Sonia Sotomayor,1
15-6418,Elena Kagan,1
15-278X,"John G. Roberts, Jr.",1
15-278X,Antonin Scalia,1
15-278X,Anthony M. Kennedy,1
15-278X,Clarence Thomas,1
15-278X,Ruth Bader Ginsburg,1
15-278X,Stephen G. Breyer,1
15-278X,"Samuel A. Alito, Jr.",1
15-278X,Sonia Sotomayor,1
15-278X,Elena Kagan,1
15-493X,"John G. Roberts, Jr.",1
15-493X,Antonin Scalia,1
15-493X,Anthony M. Kennedy,1
15-493X,Clarence Thomas,1
15-493X,Ruth Bader Ginsburg,1
15-493X,Stephen G. Breyer,1
15-493X,"Samuel A. Alito, Jr.",1
15-493X,Sonia Sotomayor,1
15-493X,Elena Kagan,1
15-648X,"John G. Roberts, Jr.",1
15-648X,Anthony M. Kennedy,1
15-648X,Clarence Thomas,1
15-648X,Ruth Bader Ginsburg,1
15-648X,Stephen G. Breyer,1
15-648X,"Samuel A. Alito, Jr.",1
15-648X,Sonia Sotomayor,1
15-648X,Elena Kagan,1
14-10008,"John G. Roberts, Jr.",1
14-10008,Anthony M. Kennedy,1
14-10008,Clarence Thomas,0
14-10008,Ruth Bader Ginsburg,1
14-10008,Stephen G. Breyer,1
14-10008,"Samuel A. Alito, Jr.",0
14-10008,Sonia Sotomayor,1
14-10008,Elena Kagan,1
14-10078,"John G. Roberts, Jr.",1
14-10078,Anthony M. Kennedy,1
14-10078,Clarence Thomas,1
14-10078,Ruth Bader Ginsburg,1
14-10078,Stephen G. Breyer,1
14-10078,"Samuel A. Alito, Jr.",1
14-10078,Sonia Sotomayor,1
14-10078,Elena Kagan,1
14-1418,"John G. Roberts, Jr.",1
14-1418,Anthony M. Kennedy,1
14-1418,Clarence Thomas,1
14-1418,Stephen G. Breyer,1
14-1418,"Samuel A. Alito, Jr.",1
14-1418,Elena Kagan,1
14-1453,"John G. Roberts, Jr.",1
14-1453,Anthony M. Kennedy,1
14-1453,Clarence Thomas,1
14-1453,Stephen G. Breyer,1
14-1453,"Samuel A. Alito, Jr.",1
14-1453,Elena Kagan,1
14-1505,"John G. Roberts, Jr.",1
14-1505,Anthony M. Kennedy,1
14-1505,Clarence Thomas,1
14-1505,Stephen G. Breyer,1
14-1505,"Samuel A. Alito, Jr.",1
14-1505,Elena Kagan,1
15-35XX,"John G. Roberts, Jr.",1
15-35XX,Anthony M. Kennedy,1
15-35XX,Clarence Thomas,1
15-35XX,Stephen G. Breyer,1
15-35XX,"Samuel A. Alito, Jr.",1
15-35XX,Elena Kagan,1
15-105X,"John G. Roberts, Jr.",1
15-105X,Anthony M. Kennedy,1
15-105X,Clarence Thomas,1
15-105X,Stephen G. Breyer,1
15-105X,"Samuel A. Alito, Jr.",1
15-105X,Elena Kagan,1
15-119X,"John G. Roberts, Jr.",1
15-119X,Anthony M. Kennedy,1
15-119X,Clarence Thomas,1
15-119X,Stephen G. Breyer,1
15-119X,"Samuel A. Alito, Jr.",1
15-119X,Elena Kagan,1
