,docket,win
7954,91-1677,1
7955,91-1695,0
7956,91-17XX,0
7957,91-1721,1
7958,91-1729,1
7959,91-1738,1
7960,91-1826,1
7961,91-1833,1
7962,91-194X,1
7963,91-1950,0
7964,91-1958,0
7965,91-2003,0
7966,91-2012,1
7967,91-2019,1
7968,91-2024,1
7969,91-2045,1
7970,91-2051,1
7971,91-2054,0
7972,91-2079,0
7973,91-2086,0
7974,91-261X,1
7975,91-311X,1
7976,91-321X,0
7977,91-339X,0
7978,91-367X,1
7979,91-372X,1
7980,914XXXX,1
7981,91-42XX,1
7982,91-453X,1
7983,91-471X,1
7984,915XXXX,1
7985,915 MXX,1
7986,91-5052,0
7987,91-5118,1
7988,91-522X,1
7989,91-535X,0
7990,91-538X,0
7991,91-5397,0
7992,91-542X,1
7993,91-543X,1
7994,91-571X,0
7995,91-5771,0
7996,91-5843,1
7997,91-594X,1
7998,91-610X,1
7999,91-611X,1
8000,91-615X,1
8001,91-6194,1
8002,91-636X,1
8003,91-6382,0
8004,91-6516,1
8005,91-6646,0
8006,91-6751,1
8007,91-6824,0
8008,91-687X,0
8009,91-7094,1
8010,91-712X,1
8011,91-716X,0
8012,91-719X,1
8013,91-72XX,1
8014,91-7328,0
8015,91-7358,0
8016,91-7390,1
8017,91-740X,0
8018,91-744X,1
8019,91-7580,0
8020,91-7604,1
8021,91-763X,0
8022,91-767X,1
8023,91-7749,1
8024,91-779X,0
8025,91-7804,0
8026,91-781X,0
8027,91-7849,1
8028,91-7873,0
8029,91-790X,1
8030,91-794X,1
8031,91-810X,1
8032,91-8199,0
8033,91-860X,1
8034,91-8674,0
8035,91-8685,1
8036,91-871X,0
8037,91-872X,1
8038,91-886X,0
8039,919XXXX,0
8040,919XXXX,1
8041,91-904X,0
8042,91-905X,1
8043,91-913X,0
8044,91-946X,1
8045,91-948X,1
8046,91-971X,0
8047,91-990X,0
8048,91-998X,1
8049,92XXXXX,0
8050,92XXXXX,0
8051,92XXXXX,1
8052,92XXXXX,1
8053,92XXXXX,1
8054,92XXXXX,1
8055,92XXXXX,1
8056,92XXXXX,1
8057,92XXXXX,1
8058,92XXXXX,1
8059,92XXXXX,1
8060,92XXXXX,1
8061,92 MXXX,1
8062,92 ORIG,0
8063,920 MXX,1
8064,92-1XXX,0
8065,92-102X,1
8066,92-1074,0
8067,92-1113,1
8068,92-1123,0
8069,92-114X,1
8070,92-1168,1
8071,92-1180,0
8072,92-1196,1
8073,92-1223,1
8074,92-1239,1
8075,92-1292,1
8076,92-1370,0
8077,92-1384,0
8078,92-1402,1
8079,92-1441,1
8080,92-1450,1
8081,92-1479,1
8082,92-1482,0
8083,92-1500,1
8084,92-1510,0
8085,92-1546,1
8086,92-1550,0
8087,92-1625,1
8088,92-1639,0
8089,92-166X,0
8090,92-1662,0
8091,92-1750,1
8092,92-1812,1
8093,92-1856,0
8094,92-190X,1
8095,92-1911,0
8096,92-1920,1
8097,92-1941,1
8098,92-1949,0
8099,92-1956,1
8100,92-1964,0
8101,92-1988,0
8102,92-2038,1
8103,92-2058,0
8104,92-207X,1
8105,92-259X,0
8106,923XXXX,1
8107,92-311X,0
8108,92-34XX,0
8109,92-344X,1
8110,92-351X,1
8111,92-357X,1
8112,92-409X,1
8113,92-466X,0
8114,92-479X,0
8115,92-484X,1
8116,92-486X,1
8117,92-5129,1
8118,92-515X,1
8119,92-519X,1
8120,92-551X,1
8121,92-5579,1
8122,92-5584,0
8123,92-5653,0
8124,92-602X,1
8125,92-603X,1
8126,92-6033,0
8127,92-6073,1
8128,92-609X,1
8129,92-621X,0
8130,92-6281,0
8131,92-641X,0
8132,92-6846,0
8133,92-6921,0
8134,927XXXX,0
8135,92-7247,1
8136,92-725X,1
8137,92-74XX,1
8138,92-741X,1
8139,92-7549,0
8140,92-757X,0
8141,92-780X,1
8142,92-833X,0
8143,92-8346,0
8144,92-854X,1
8145,92-8556,0
8146,92-8579,1
8147,92-8788,0
8148,92-8836,1
8149,92-8841,1
8150,92-8894,0
8151,92-8933,0
8152,92-896X,0
8153,92-903X,0
8154,92-9059,1
8155,92-9093,0
8156,92-938X,0
8157,92-94XX,1
8158,92-949X,1
8159,92-97XX,0
8160,92-989X,0
8161,93XXXXX,0
8162,93XXXXX,0
8163,93XXXXX,1
8164,93XXXXX,1
8165,93-1001,1
8166,93-1121,0
8167,93-1128,0
8168,93-1151,0
8169,93-1170,0
8170,93-1197,1
8171,93-1199,0
8172,93-120X,0
8173,93-1251,1
8174,93-1260,0
8175,93-1286,1
8176,93-1318,1
8177,93-1340,1
8178,93-1408,1
8179,93-141X,1
8180,93-144X,0
8181,93-1456,0
8182,93-1462,1
8183,93-1504,1
8184,93-1525,1
8185,93-1543,1
8186,93-1577,1
8187,93-1612,1
8188,93-1631,0
8189,93-1636,1
8190,93-1660,1
8191,93-1677,1
8192,93-1783,0
8193,93-180X,1
8194,93-1823,1
8195,93-1841,1
8196,93-1883,1
8197,93-1911,1
8198,93-1935,1
8199,932XXXX,1
8200,93-2068,1
8201,93-263X,1
8202,93-284X,0
8203,93-289X,1
8204,93-356X,0
8205,93-376X,0
8206,93-377X,1
8207,93-397X,1
8208,934XXXX,1
8209,93-404X,1
8210,93-405X,0
8211,93-44XX,1
8212,93-445X,0
8213,93-489X,1
8214,935XXXX,0
8215,93-5131,0
8216,93-517X,0
8217,93-518X,1
8218,93-5209,0
8219,93-5256,1
8220,93-5418,0
8221,93-5770,1
8222,936XXXX,1
8223,93-609X,0
8224,93-6188,0
8225,93-639X,1
8226,93-644X,1
8227,93-6497,1
8228,93-670X,1
8229,93-6892,1
8230,93-70XX,1
8231,93-714X,0
8232,93-723X,1
8233,93-7407,1
8234,93-744X,0
8235,93-762X,0
8236,93-7659,0
8237,93-768X,0
8238,93-7901,1
8239,93-7927,1
8240,93-823X,1
8241,93-8312,0
8242,93-880X,0
8243,939XXXX,1
8244,93-908X,1
8245,93-9220,0
8246,93-981X,1
8247,93-986X,1
8248,94XXXXX,0
8249,94XXXXX,0
8250,94XXXXX,0
8251,94XXXXX,0
8252,94XXXXX,0
8253,94XXXXX,0
8254,94XXXXX,1
8255,94XXXXX,1
8256,94XXXXX,1
8257,94XXXXX,1
8258,94XXXXX,1
8259,94 ORIG,0
8260,94 ORIG,1
8261,940XXXX,1
8262,94-1039,0
8263,94-1140,1
8264,94-1175,1
8265,94-12XX,0
8266,94-1239,1
8267,94-1244,1
8268,94-1340,1
8269,94-1361,0
8270,94-1387,0
8271,94-1419,1
8272,94-1453,1
8273,94-1471,0
8274,94-1474,1
8275,94-1511,1
8276,94-1530,0
8277,94-1592,0
8278,94-1614,1
8279,94-1654,0
8280,94-1664,1
8281,94-167X,1
8282,94-172X,1
8283,94-1785,1
8284,94-18XX,1
8285,94-1809,1
8286,94-1837,1
8287,94-1893,1
8288,94-1941,1
8289,94-1966,0
8290,94-197X,0
8291,94-1988,1
8292,94-2003,0
8293,94-203X,1
8294,94-226X,1
8295,94-23XX,0
8296,94-251X,1
8297,94-270X,1
8298,94-286X,0
8299,94-3XXX,1
8300,94-325X,0
8301,94-329X,1
8302,94-367X,0
8303,94-372X,1
8304,94-395X,0
8305,944XXXX,1
8306,944XXXX,1
8307,94-431X,1
8308,94-455X,0
8309,945XXXX,0
8310,94-500X,1
8311,94-514X,0
8312,94-558X,1
8313,94-560X,0
8314,94-562X,0
8315,94-5707,1
8316,94-590X,1
8317,94-6187,0
8318,94-623X,0
8319,94-631X,0
8320,94-6615,1
8321,94-6790,1
8322,94-688X,0
8323,94-7427,0
8324,94-7448,1
8325,94-749X,1
8326,94-771X,1
8327,94-7743,0
8328,94-780X,0
8329,94-788X,0
8330,94-790X,1
8331,94-802X,1
8332,94-805X,0
8333,94-818X,0
8334,94-820X,1
8335,94-834X,0
8336,94-859X,1
8337,94-8729,0
8338,94-8769,1
8339,94-896X,1
8340,94-898X,1
8341,94-8988,1
8342,949XXXX,0
8343,94-9088,0
8344,94-923X,1
8345,94-9247,0
8346,94-9323,1
8347,94-941X,1
8348,94-947X,1
8349,94-967X,1
8350,95XXXXX,0
8351,95XXXXX,0
8352,95XXXXX,0
8353,95XXXXX,0
8354,95XXXXX,0
8355,95XXXXX,1
8356,95XXXXX,1
8357,95XXXXX,1
8358,95-1025,1
8359,95-1065,0
8360,95-1081,0
8361,95-1100,1
8362,95-1181,1
8363,95-1184,1
8364,95-1201,1
8365,95-1225,1
8366,95-1228,1
8367,95-1232,0
8368,95-124X,0
8369,95-1242,1
8370,95-1263,1
8371,95-1268,1
8372,95-129X,0
8373,95-1340,1
8374,95-1352,1
8375,95-1376,1
8376,95-1402,0
8377,95-1425,0
8378,95-1441,1
8379,95-1455,0
8380,95-1478,1
8381,95-1521,1
8382,95-157X,1
8383,95-1594,1
8384,95-1595,0
8385,95-1598,0
8386,95-1605,1
8387,95-1608,1
8388,95-1612,1
8389,95-1621,1
8390,95-1649,1
8391,95-1691,1
8392,95-1694,1
8393,95-1717,1
8394,95-1723,0
8395,95-1726,1
8396,95-173X,1
8397,95-1764,1
8398,95-1853,0
8399,95-1858,1
8400,95-1872,0
8401,95-1873,0
8402,95-1906,1
8403,95-191X,1
8404,95-1918,1
8405,95-2024,0
8406,95-2025,1
8407,95-2031,1
8408,95-2074,1
8409,95-2082,1
8410,95-210X,0
8411,95-232X,1
8412,95-244X,0
8413,95-259X,1
8414,95-26XX,0
8415,95-266X,0
8416,95-323X,1
8417,95-325X,1
8418,95-340X,1
8419,95-345X,1
8420,95-354X,1
8421,95-365X,0
8422,95-386X,1
8423,95-388X,0
8424,954XXXX,1
8425,95-489X,1
8426,95-5015,1
8427,95-5207,1
8428,95-5257,1
8429,95-559X,1
8430,95-566X,1
8431,95-5661,0
8432,95-5841,0
8433,95-591X,0
8434,95-6XXX,1
8435,95-6016,1
8436,95-6465,0
8437,95-6510,1
8438,95-6556,1
8439,95-668X,0
8440,95-6710,0
8441,95-7186,0
8442,95-719X,1
8443,95-728X,1
8444,95-7452,1
8445,95-754X,0
8446,95-7587,0
8447,95-789X,1
8448,958XXXX,1
8449,95-809X,1
8450,95-813X,1
8451,95-83XX,1
8452,95-853X,1
8453,95-860X,0
8454,95-865X,0
8455,95-8836,0
8456,95-891X,1
8457,95-897X,0
8458,959XXXX,0
8459,95-928X,0
8460,95-938X,1
8461,95-966X,0
8462,95-974X,0
8463,95-992X,0
8464,96XXXXX,0
8465,96XXXXX,0
8466,96XXXXX,1
8467,96XXXXX,1
8468,96XXXXX,1
8469,96XXXXX,1
8470,96XXXXX,1
8471,96XXXXX,1
8472,96-1033,1
8473,96-1037,1
8474,96-1060,0
8475,96-110X,1
8476,96-1104,1
8477,96-1133,1
8478,96-126X,1
8479,96-1279,0
8480,96-1291,1
8481,96-1337,1
8482,96-1370,0
8483,96-1375,0
8484,96-1383,1
8485,96-1395,1
8486,96-1400,0
8487,96-1462,0
8488,96-1469,1
8489,96-1470,1
8490,96-1482,1
8491,96-1487,0
8492,96-1569,1
8493,96-1570,1
8494,96-1577,1
8495,96-1578,0
8496,96-1579,0
8497,96-1581,1
8498,96-1584,1
8499,96-1590,1
8500,96-1613,0
8501,96-1654,0
8502,96-1671,1
8503,96-1693,1
8504,96-1768,1
8505,96-1769,0
8506,96-1793,0
8507,96-1829,1
8508,96-1866,0
8509,96-188X,1
8510,96-1923,0
8511,96-1925,0
8512,96-1971,1
8513,962XXXX,1
8514,96-203X,0
8515,96-243X,1
8516,96-262X,0
8517,96-270X,0
8518,96-272X,0
8519,96-292X,0
8520,96-318X,0
8521,96-320X,1
8522,96-370X,1
8523,96-454X,1
8524,96-491X,1
8525,96-511X,0
8526,96-5369,1
8527,96-542X,0
8528,96-552X,1
8529,96-5658,0
8530,96-568X,1
8531,96-5831,0
8532,96-5955,0
8533,96-6133,1
8534,96-6298,1
8535,96-643X,1
8536,96-651X,1
8537,96-653X,1
8538,96-663X,0
8539,96-667X,1
8540,96-670X,0
8541,96-6839,0
8542,96-6867,0
8543,96-713X,1
8544,96-7151,1
8545,96-7171,0
8546,96-7185,0
8547,96-738X,0
8548,96-779X,1
8549,96-79XX,1
8550,96-7901,1
8551,96-792X,0
8552,96-795X,1
8553,96-8005,0
8554,96-827X,1
8555,96-8400,0
8556,96-842X,1
8557,96-8422,0
8558,96-843X,0
8559,96-8516,1
8560,96-858X,1
8561,96-8653,1
8562,96-871X,1
8563,96-8732,0
8564,96-8796,0
8565,96-8986,1
8566,96-910X,1
8567,96-957X,0
8568,96-976X,0
8569,96-987X,1
8570,97XXXXX,0
8571,97XXXXX,0
8572,97XXXXX,0
8573,97XXXXX,1
8574,97XXXXX,1
8575,97XXXXX,1
8576,97XXXXX,1
8577,97XXXXX,1
8578,97XXXXX,1
8579,97XXXXX,1
8580,970XXXX,1
8581,970XXXX,1
8582,97-1008,1
8583,97-1056,0
8584,97-1121,0
8585,97-1130,0
8586,97-1139,1
8587,97-1147,1
8588,97-115X,0
8589,97-1184,1
8590,97-1192,1
8591,97-1217,1
8592,97-122X,1
8593,97-1230,1
8594,97-1235,0
8595,97-1252,1
8596,97-1287,1
8597,97-1337,0
8598,97-1374,0
8599,97-1396,1
8600,97-1418,1
8601,97-147X,0
8602,97-1472,1
8603,97-1489,0
8604,97-1536,1
8605,97-156X,1
8606,97-16XX,1
8607,97-1625,1
8608,97-1642,1
8609,97-1704,1
8610,97-1709,1
8611,97-1732,0
8612,97-174X,1
8613,97-1754,1
8614,97-1802,1
8615,97-1868,0
8616,97-1909,1
8617,97-1927,1
8618,97-1943,0
8619,97-1985,0
8620,97-1992,0
8621,972XXXX,1
8622,97-2000,1
8623,97-2044,1
8624,97-2045,1
8625,97-2048,1
8626,97-215X,1
8627,97-282X,1
8628,97-288X,0
8629,97-29XX,0
8630,973XXXX,1
8631,97-300X,0
8632,97-303X,0
8633,97-371X,1
8634,97-372X,0
8635,97-391X,1
8636,97-42XX,1
8637,97-428X,0
8638,97-454X,1
8639,97-461X,1
8640,97-463X,1
8641,97-475X,1
8642,97-501X,0
8643,97-53XX,1
8644,97-5310,0
8645,97-5370,0
8646,97-569X,0
8647,97-5737,1
8648,97-581X,1
8649,97-6146,0
8650,97-6203,1
8651,97-6270,0
8652,97-634X,0
8653,97-643X,0
8654,97-663X,1
8655,97-6749,0
8656,97-679X,1
8657,97-689X,1
8658,97-704X,0
8659,97-7164,0
8660,97-7213,0
8661,97-7300,0
8662,97-731X,1
8663,97-7541,1
8664,97-7597,1
8665,97-8214,0
8666,97-826X,1
8667,97-843X,1
8668,97-8629,1
8669,97-873X,1
8670,97-889X,1
8671,97-9217,0
8672,97-930X,0
8673,97-9361,0
8674,97-954X,1
8675,98XXXXX,0
8676,98XXXXX,0
8677,98XXXXX,0
8678,98XXXXX,1
8679,98XXXXX,1
8680,98XXXXX,1
8681,98XXXXX,1
8682,981XXXX,1
8683,98-10XX,1
8684,98-1036,1
8685,98-1037,1
8686,98-1062,1
8687,98-1071,1
8688,98-1101,0
8689,98-1109,1
8690,98-1111,0
8691,98-1152,0
8692,98-1161,1
8693,98-1167,0
8694,98-1170,1
8695,98-1189,1
8696,98-1255,1
8697,98-1288,0
8698,98-1299,1
8699,98-131X,0
8700,98-1412,1
8701,98-1441,1
8702,98-1464,1
8703,98-1480,0
8704,98-149X,0
8705,98-1648,1
8706,98-1667,0
8707,98-1682,0
8708,98-1696,1
8709,98-1701,1
8710,98-1768,1
8711,98-1811,0
8712,98-1828,1
8713,98-184X,1
8714,98-1856,0
8715,98-1949,1
8716,98-1960,1
8717,98-1991,0
8718,98-1993,0
8719,98-2043,1
8720,98-2060,1
8721,98-208X,0
8722,98-223X,1
8723,98-231X,1
8724,98-238X,1
8725,98-262X,1
8726,98-347X,1
8727,98-369X,0
8728,98-377X,1
8729,98-387X,1
8730,98-404X,0
8731,98-405X,0
8732,98-436X,0
8733,98-437X,1
8734,98-470X,1
8735,98-531X,1
8736,98-536X,0
8737,98-5864,0
8738,98-5881,1
8739,98-591X,1
8740,98-6XXX,1
8741,98-6322,1
8742,98-678X,1
8743,98-6945,0
8744,98-727X,0
8745,98-7450,0
8746,98-7540,1
8747,98-7591,0
8748,98-7771,0
8749,98-7809,0
8750,98-791X,0
8751,98-818X,1
8752,98-822X,1
8753,98-83XX,0
8754,98-830X,1
8755,98-8384,1
8756,98-84XX,1
8757,98-8486,0
8758,98-85XX,1
8759,98-8770,1
8760,98-8952,0
8761,98-896X,0
8762,98-9085,0
8763,98-9349,1
8764,98-942X,1
8765,98-942X,1
8766,98-9537,1
8767,98-963X,1
8768,98-97XX,0
8769,98-9828,0
8770,98-9913,0
8771,98-9933,0
8772,99XXXXX,1
8773,99XXXXX,1
8774,99XXXXX,1
8775,99-1030,0
8776,99-1038,0
8777,99-1132,1
8778,99-116X,0
8779,99-1178,1
8780,99-1185,1
8781,99-1235,1
8782,99-1238,0
8783,99-1240,1
8784,99-1257,1
8785,99-1295,1
8786,99-1331,1
8787,99-137X,1
8788,99-1379,1
8789,99-138X,0
8790,99-1408,0
8791,99-1434,0
8792,99-150X,1
8793,99-1529,1
8794,99-1551,1
8795,99-1571,1
8796,99-161X,0
8797,99-1613,1
8798,99-166X,0
8799,99-1680,0
8800,99-1687,0
8801,99-1702,1
8802,99-1786,0
8803,99-1792,1
8804,99-1815,0
8805,99-1823,1
8806,99-1848,0
8807,99-1864,1
8808,99-1871,0
8809,99-1884,1
8810,99-1908,1
8811,99-1953,0
8812,99-1964,0
8813,99-1977,1
8814,99-1978,1
8815,99-1994,1
8816,99-1996,0
8817,99-2035,1
8818,99-2036,1
8819,99-2047,1
8820,99-2071,0
8821,99-224X,1
8822,99-244X,1
8823,99-295X,1
8824,993XXXX,0
8825,99-312X,1
8826,99-387X,0
8827,99-391X,0
8828,99-401X,1
8829,99-409X,0
8830,99-474X,0
8831,99-478X,1
8832,995XXXX,0
8833,995XXXX,1
8834,99-5XXX,0
8835,99-502X,1
8836,99-51XX,1
8837,99-5153,0
8838,99-5260,0
8839,99-5316,0
8840,99-536X,1
8841,99-5440,0
8842,99-5525,1
8843,99-5716,0
8844,99-5739,1
8845,99-5746,0
8846,99-579X,1
8847,996 MXX,0
8848,99-603X,0
8849,99-62XX,0
8850,99-6218,0
8851,99-658X,1
8852,99-6615,1
8853,99-699X,1
8854,997XXXX,1
8855,99-7000,0
8856,99-7504,0
8857,99-7791,1
8858,99-804X,1
8859,99-830X,0
8860,99-8508,1
8861,99-8576,1
8862,99-859X,1
8863,99-901X,1
8864,99-9073,0
8865,99-9136,0
8866,99-929X,0
8867,99-936X,1
8868,A-197XX,0
8869,A-209XX,0
8870,A-301XX,1
8871,A-40XXX,0
8872,A-409XX,0
8873,A-557XX,1
8874,A-69XXX,1
8875,A-767XX,1
8876,A-795XX,1
8877,A-828XX,1
8878,A-857XX,1
8879,A-858XX,1
8880,A-877XX,0
8881,"No. 12, Original",1
8882,"No. 137, Orig.",1
8883,ORIGXXX,0
8884,ORIGXXX,1
8885,nanXXXX,0
8886,nanXXXX,0
8887,nanXXXX,0
8888,nanXXXX,0
8889,nanXXXX,0
8890,nanXXXX,1
8891,nanXXXX,1
8892,nanXXXX,1
